DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,GRADE
CHOP'T,666,3 AVENUE,10017,6468639052,Salads,A
GOTHAM CAFE (INSIDE THE WATSON HOTEL),440,WEST   57 STREET,10019,2126346115,American,A
AMELIA'S DINER,110,VARICK STREET,10013,2129255998,American,A
STARBUCKS COFFEE,55,W 46TH ST,10036,6466475558,CafÃ©/Coffee/Tea,A
EL POTE ESPANOL,718,2 AVENUE,10016,2128896680,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
RIVERPARK,450,E 29TH ST,10016,2127800880,American,A
TAJ II,48,WEST   21 STREET,10010,2126203033,American,A
VICTORIO'S PIZZA PLUS,348,WEST  145 STREET,10039,2122832100,Pizza,A
CIEN FUEGOS,95,AVENUE A,10009,2126146818,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
COCO MOKA CAFE,2,PENN PLAZA,10121,2127142777,American,A
JUST SALAD,291,7TH AVE,10001,2122441111,Salads,A
EMPIRE STEAKHOUSE,237,W 54TH ST,10019,2125869700,Steak,A
ZHENG FUZHOU CUISINE INC.,13B,ELDRIDGE ST,10002,9177706686,Chinese,A
PRET A MANGER,1200,AVENUE OF THE AMERICAS,10036,6465370030,Sandwiches,A
DEBEVOISE & PLIMPTON,919,3 AVENUE,10022,2129096199,American,A
MARCO POLO PIZZA & DELI,1289,MADISON AVENUE,10128,2124273777,Delicatessen,A
BOOTS AND SADDLE,100A,7TH AVE S,10014,6468924800,American,A
THE CITY BAKERY,3,WEST   18 STREET,10011,2123661414,American,A
Beniam Cuisine,2795,FREDERICK DOUGLASS BLVD,10039,2125107353,Ethiopian,A
MIKADO BISTRO,525,6 AVENUE,10011,2122559981,Japanese,A
BUDDHA BODAI KOSHER VEGETARIAN RESTAURANT,77,MULBERRY ST,10013,2122332921,Vegetarian,A
MALII,2028,2ND AVE,10029,2122892729,Thai,A
PRETTO CAFFE E CUCINA,417,AMSTERDAM AVENUE,10024,2123621180,Italian,A
TAO HONG BAKERY,79,CHRYSTIE STREET,10002,2122190981,Bakery,A
BRAZEN FOX KITCHEN AND BAR,106,3RD AVE,10003,2123531063,American,A
CHEN'S EXPRESS KITCHEN,223,E 14TH ST,10003,2129828966,Chinese,A
KAILASH PARBAT,99,LEXINGTON AVE,10016,3479723788,Indian,A
THE EAGLE CAFE,1230,6 AVENUE,10020,2126135523,American,A
SUGAR SWEET SUNSHINE,126,RIVINGTON STREET,10002,2129951960,Bakery,A
CORT THEATRE,138,WEST   48 STREET,10036,2125867610,American,A
LA BOITE EN BOIS,75,WEST   68 STREET,10023,2128742705,French,A
ANAND RESTAURANT,304,E 78TH ST,10075,2126500333,Middle Eastern,A
DUNKIN' DONUTS,391,8TH AVE,10001,2123959280,Donuts,A
CAPRI BAKERY,186,EAST  116 STREET,10029,2124101876,Bakery,A
CRAVE FISH BAR,945,2 AVENUE,10022,6468959585,Seafood,A
THE HOUSE IN GRAMERCY PARK,121,E. 17th ST.,10003,2123532121,American,A
BREAD & TULIPS,365,PARK AVENUE SOUTH,10016,2125329100,Italian,A
BUDEPEST CAFE,1631,2 AVENUE,10028,2123271105,Eastern European,A
BOHEMIAN NEW YORK,57,GREAT JONES ST,10012,2123881070,Japanese,A
GHANDI CAFE,283,BLEECKER STREET,10014,2126451456,Indian,A
FRAUNCES TAVERN,54,PEARL STREET,10004,2129681776,American,A
TASTE OF CAFE (POTAMKIN),2495,2 AVENUE,10035,3479220626,American,A
CHARLIE BIRD,5,KING STREET,10012,2122357133,American,A
CARIDAD RESTAURANT,3533,BROADWAY,10031,2128624053,Spanish,A
LE BASKET,683,BROADWAY,10012,2124209772,American,A
ILILI BOX,700,8TH AVE,10036,9173380925,Mediterranean,A
JOE COFFEE,330,HUDSON ST,10013,2122554300,CafÃ©/Coffee/Tea,A
DOUGH,230,PARK AVE,10169,6467470806,Donuts,A
DUNKIN' DONUTS,48,W 37TH ST,10018,2123959280,Donuts,A
FIVE GUYS FAMOUS BURGERS AND FRIES,690,3RD AVE,10017,6467835060,Hamburgers,A
LITE DELIGHTS,51,EAST HOUSTON STREET,10012,2129664471,American,A
SPRINGBONE KITCHEN,90,W 3RD ST,10012,6463689192,American,A
ISTANBUL GRILL,310,WEST   14 STREET,10014,2124638626,Turkish,A
MIN JIANG MINI CAFE,67,ELDRIDGE ST,10002,3474466658,Chinese,A
BRAVO PIZZA,257,PARK AVE S,10010,2122536090,Seafood,A
PARIS BAGUETTE,6,WEST   32 STREET,10001,2122440404,Bakery,A
CHIPOTLE MEXICAN GRILL,125,EAST   23 STREET,10010,2126736904,Mexican,A
GOTHAM COMEDY CLUB,208,WEST   23 STREET,10011,2123679000,American,A
ARTS AND CRAFTS BEER PARLOR,26,W 8TH ST,10011,6466785263,American,A
LUPULO,835,6TH AVE,10001,2122907600,Portuguese,A
YOURS TRULY,8,SPRING ST,10012,9173882641,CafÃ©/Coffee/Tea,A
ORIGINAL RAY'S PIZZA,811,LEXINGTON AVENUE,10065,2122238117,Pizza,A
EARL OF SANDWICH,1290,AVENUE OF THE AMERICAS,10104,2122479246,American,A
THE BAO,13,SAINT MARKS PL,10003,2123889238,Chinese,A
STARBUCKS,491/2,1 AVENUE,10003,2127771752,CafÃ©/Coffee/Tea,A
VINOTAPA,201203,EAST   31 STREET,10016,2127258466,American,A
LITTLE RASCAL,163,ELIZABETH STREET,10012,2129660446,Turkish,A
GOLDEN CITY CHINESE RESTAURANT,423,9 AVENUE,10001,2126439232,Chinese,A
DEUX AMIS,356,EAST   51 STREET,10022,2122301117,French,A
SUBWAY,577,2ND AVE,10016,2126853433,Sandwiches,A
NHA TRANG RESTAURANT,87,BAXTER STREET,10013,2122335948,Vietnamese/Cambodian/Malaysia,A
O'REILLY'S OFF FIFTH,21,WEST   35 STREET,10001,2125025246,American,A
HEALTHIER CHOICES,2107,1 AVENUE,10029,2124275500,Caribbean,A
NEW YORK UNIVERSITY - LAW SCHOOL,110,WEST THIRD STREET,10012,2129986498,American,A
ROSA MEXICANO TRIBECA,41,MURRAY ST,10007,2128492885,Mexican,A
IRVING FARM COFFEE ROASTERS,78,W 3RD ST,10012,2129955252,American,A
TACOMBI AT FONDA NOLITA,267,ELIZABETH STREET,10012,9177270179,Mexican,A
CITIZENS OF CHELSEA,401,W 25TH ST,10001,6466493079,American,A
AUX EPICES,121,BAXTER STREET,10013,2122748585,Asian,A
FINESTRA,1370,YORK AVENUE,10021,2127178595,Italian,A
POLANCO RESTAURANT BBQ,2421,ADAM CLAYTON POWELL JR B,10030,2128621090,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
A ASO SUSHI,1103,1 AVENUE,10065,2128888276,Japanese,A
ISOLA,994,COLUMBUS AVENUE,10025,2126652970,Italian,A
NO HO JUICE BAR & DELI,208,MERCER STREET,10012,2127775070,Delicatessen,A
UMAMI BURGER,432,AVENUE OF THE AMERICAS,10011,2126778626,Hamburgers,A
FRESCO ON THE GO,40,EAST   52 STREET,10022,2127542700,American,A
BARO,34,WEST   32 STREET,10001,2127360029,Korean,A
BLACK ROCK CAFE,51,WEST   52 STREET,10019,2129754493,American,A
NOMAD,78,2 AVENUE,10003,2122535410,Moroccan,A
REGGAE SUN DELIGHTS NATURAL JUICE BAR,227229,WEST 145 STREET,10039,3474726265,"Juice, Smoothies, Fruit Salads",A
OASIS JIMMA JUICE BAR,3163,BROADWAY,10027,6465900685,"Juice, Smoothies, Fruit Salads",A
SPRINKLES CUPCAKES,780,LEXINGTON AVENUE,10065,2122078375,Bakery,A
STARBUCKS,1,NEW YORK PLZ,10004,2127858409,CafÃ©/Coffee/Tea,A
SUBWAY CAFE,351,W 42ND ST,10036,2129918945,Sandwiches,A
DESI DELI PUNJABI DHABA,724,10 AVENUE,10019,2123999007,Indian,A
SUBWAY,36,WEST   46 STREET,10036,2122217565,Sandwiches/Salads/Mixed Buffet,A
SWEET CORNER BAKE SHOP,535,HUDSON STREET,10014,2122068500,Bakery,A
HAPPY GARDEN PALACE,54,EAST BROADWAY,10002,2129259888,Chinese,A
Lolo's Seafood Shack,303,W 116TH ST,10026,6465418940,Seafood,A
AOA BAR & GRILL,6,YORK STREET,10013,2129251600,American,A
TRIBECA TAVERN,247,WEST BROADWAY,10013,2129417671,American,A
HAPPY GARDEN PALACE,54,EAST BROADWAY,10002,2129259888,Chinese,A
WATER FRONT ALE HOUSE,540,2 AVENUE,10016,2126964104,American,A
PULQUERIA,11,DOYERS STREET,10013,2122273099,Mexican,A
LITTLE ITALY PIZZA,521,5 AVENUE,10175,2126873660,Pizza,A
THE GREEK KITCHEN  CLINTON BAKERY CAFE,889,10 AVENUE,10019,2125814300,Greek,A
PAUL & JIMMY'S RESTAURANT,123,EAST   18 STREET,10003,2124759540,Italian,A
LA RIVISTA RESTAURANT,313,WEST   46 STREET,10036,2122451707,Italian,A
THE WAYLAND,700,EAST    9 STREET,10009,2127777022,American,A
BY THE WAY BAKERY,2442,BROADWAY,10024,2128770806,CafÃ©/Coffee/Tea,A
LOTOS CLUB GRILL ROOM,5,EAST   66 STREET,10065,2127377100,American,A
WOK CHI,918,3RD AVE,10022,6465642255,Chinese,A
MEZETTO,205,ALLEN STREET,10002,2129334587,Mediterranean,A
MOE'S SOUTHWEST GRILL & CHARLEYS PHILLY STEAKS,1,PENN PLZ,10119,2125947817,Mexican,A
LOWER EAST SIDE PIZZA,181,EAST BROADWAY,10002,6467564448,Pizza,A
VILLAGE NATURAL,46,GREENWICH AVE,10011,2127270968,Vegetarian,A
SUBWAY,2699,BROADWAY,10025,2129610632,Sandwiches/Salads/Mixed Buffet,A
SPRINKLES CUPCAKES,200,VESEY ST,10281,2126039321,Bakery,A
NEW KING WOK RESTAURANT,2025,7 AVENUE,10027,2122222868,Chinese,A
MCDONALD'S,280,MADISON AVE,10016,2125761539,Hamburgers,A
KCG COFFEE BAR,300,VESEY ST,10281,9178218683,CafÃ©/Coffee/Tea,A
PAD THAI,409,8TH AVE,10001,2122682752,Asian,A
JUNG SIK,6,HARRISON STREET,10013,2122190900,Korean,A
JOE'S PUB,425,LAFAYETTE STREET,10003,2125398778,American,A
SUSHI DAMO,330A,W 58TH ST,10019,2127078609,Japanese,A
MOMOSAN RAMEN & SAKE,342,LEXINGTON AVE,10016,6462015529,Japanese,A
AWASH ETHIOPIAN RESTAURANT,338,EAST    6 STREET,10003,2129829589,Ethiopian,A
CLUB MAX,238,EAST   53 STREET,10022,2126885120,"Bottled beverages, including water, sodas, juices, etc.",A
"LOVE CRAFT, JOHNNY FAVORITE'S",50,AVENUE B,10009,2124322804,Seafood,A
PICASSO PIZZERIA,303,SOUTH END AVENUE,10280,2123212616,Pizza/Italian,A
JOE'S PIZZA,211,8 AVENUE,10011,2122433226,Pizza,A
BY SUZETTE,494,8TH AVE,10001,6467506217,French,A
FIVE GUYS FAMOUS BURGERS AND FRIES,690,3RD AVE,10017,6467835060,Hamburgers,A
LATIN BITES,419,E 70TH ST,10021,2125854250,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
PROMENADE BAR GRILL SUSHI,344,3RD AVENUE,10010,6469187220,American,A
OPPA,162,W 4TH ST,10014,6464100446,American,A
A&E Networks,235,E 45TH ST,10017,2128576313,CafÃ©/Coffee/Tea,A
BOCCA,135,WEST   50 STREET,10020,2125823000,American,A
LITTLE ATLAS CAFE,6,WEST    4 STREET,10012,2122535535,CafÃ©/Coffee/Tea,A
MAKE AND BAKE PIZZ,1976,3RD AVE,10029,6467255856,Pizza,A
FARINELLA,1132,LEXINGTON AVENUE,10075,2123272702,Pizza,A
MORNINGSTAR RESTAURANT,949,2 AVENUE,10022,2125881050,American,A
LUIGI PIZZERIA & RISTORANTE,1701,1 AVENUE,10128,2124101910,Pizza,A
TROPILYZ,1917,7TH AVE,10026,2123160316,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
BRUSHSTROKE (30 HUDSON ST),162,DUANE STREET,10013,2127913771,Japanese,A
MORNING STAR RESTAURANT,879,9 AVENUE,10019,2122461593,American,A
APPLEBEE'S,205,WEST   50 STREET,10019,2122622400,American,A
CROTON RESERVOIR TAVERN,108110,WEST   40 STREET,10018,2129976835,American,A
E.J LUNCHEONETTE,1271,THIRD AVENUE,10021,2124720600,American,A
BELLA VITA,158,WEST   58 STREET,10019,2126647670,Pizza,A
L'OREAL CAFE (EMPLOYEE DINING),501,W 30TH ST,10001,2123362649,American,A
55 THOMAS CAFE,55,THOMAS STREET,10013,2128867347,American,A
PERSEPOLIS,1407,2 AVENUE,10021,2125351100,Mediterranean,A
EPICERIE BOULUD,185,GREENWICH ST,10007,2125959605,French,A
AMITY HALL,80,WEST    3 STREET,10012,2126772290,American,A
REGINA'S GROCERY,27,ORCHARD ST,10002,3476804361,American,A
JOHN'S PIZZA,260,WEST   44 STREET,10036,2123917560,Pizza,A
RED STAR,2060,ACP JR BLVD,10027,2128063988,Chinese,A
BLIMPIE,1928,3 AVENUE,10029,2129879756,Sandwiches,A
DA MIKELE,275,CHURCH STREET,10013,2129258800,Italian,A
TRUFA RESTAURANT,3431,BROADWAY,10031,2122816165,Italian,A
JAIYA THAI ORIENTAL RESTAURANT,396,THIRD AVENUE,10016,2128891330,Thai,A
OOTOYA,141,W 41ST ST,10036,2127040833,Japanese,A
88 PALACE RESTAURANT,88,EAST BROADWAY,10002,2129418886,Chinese,A
ACUARIO CAFE,306,WEST   37 STREET,10018,6465335464,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
RAINBOW FALAFEL,26,EAST   17 STREET,10003,2126918641,Middle Eastern,A
MARKET PLACE (CENTERPLATE),655,WEST   34 STREET,10001,2122162426,American,A
AMY'S BREAD,75,NINTH AVENUE,10011,2124624338,Bakery,A
GALLO NERO,402,W 44TH ST,10036,6466191166,Other,A
MI CASITA RESTARANT,1484,AMSTERDAM AVENUE,10031,2122343331,Mexican,A
BALZEM,202,MOTT ST,10012,6468377033,Mediterranean,A
INDIA KITCHEN,493,9TH AVE,10018,2122446342,Indian,A
FDR 99Â¢ SLICE PIZZA,150,EAST 2ND  STREET,10009,2122535950,Pizza,A
CAFE JAX,318,E 84TH ST,10028,2125107084,CafÃ©/Coffee/Tea,A
MILE END SANDWICH,53,BOND STREET,10012,2125292990,Delicatessen,A
ROSA MEXICANO TRIBECA,41,MURRAY ST,10007,2128492885,Mexican,A
BEN & JERRY'S,30,ROCKEFELLER CENTER,10020,2122187843,"Ice Cream, Gelato, Yogurt, Ices",A
LOVELY DAY,196,ELIZABETH STREET,10012,2129253310,Thai,A
10 BELOW ICE CREAM,42 1/2,SAINT MARKS PL,10003,3478795161,"Ice Cream, Gelato, Yogurt, Ices",A
QUANTUM LEAP,226,THOMPSON ST,10012,2126778050,Vegetarian,A
WILLIAM BARNACLE,80,ST MARKS PLACE,10003,6462178815,American,A
MURRAY'S FALAFEL AND GRILL,261,1ST AVE,10003,2125331956,Jewish/Kosher,A
MIKE'S BISTRO,127,E 54TH ST,10022,2127993911,Jewish/Kosher,A
ROAST KITCHEN,199,WATER ST,10038,2122692590,American,A
La Margarita,151,LUDLOW ST,10002,2122281233,Pizza,A
SILK ROAD CAFE,30,MOTT ST,10013,6462399935,CafÃ©/Coffee/Tea,A
MCDONALD'S,3549,BROADWAY,10031,2124916860,Hamburgers,A
JAMBA JUICE,30,ROCKEFELLER PLAZA,10112,2122474611,American,A
THE TULCINGO AZTECA,3861,10 AVENUE,10034,2125676028,Mexican,A
STANDINGS,43,EAST    7 STREET,10003,2124200671,American,A
PIZZA 23,268,W 23RD ST,10011,2122060999,Pizza,A
MR. DENNEHY'S,63,CARMINE STREET,10014,2124141223,American,A
PENNY FARTHING RESTAURANT,103,3 AVENUE,10003,2123877300,American,A
DYCKMAN EXPRESS RESTAURANT,101,DYCKMAN STREET,10040,2125672288,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
NYONYA,199,GRAND ST,10013,2123346701,Asian,A
LA LANTERNA DI VITTORIO,129,MACDOUGAL STREET,10012,2125295945,Italian,A
THAI SLIDERS & CO. LLC,108,JOHN ST,10038,2124064773,Thai,A
DUNKIN' DONUTS,466,10 AVENUE,10018,2125647613,Donuts,A
CHENNAI GARDEN,127,EAST   28 STREET,10016,2126857301,Indian,A
FIT CAFETERIA (BUILDING A ) (8th ave),227,WEST   27 STREET,10001,2122175770,American,A
CAFFE VITA,124,LUDLOW ST,10002,2122608482,CafÃ©/Coffee/Tea,A
LA MINITA RESTAURANT,3855,10 AVENUE,10034,2125690777,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
KENNEDY FRIED CHICKEN,2232,3RD AVE,10035,7182106999,Chicken,A
ZONI CAFE,41,W 33RD ST,10001,2125645897,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
CAFE ALICE,5,EAST   47 STREET,10017,2128886969,Delicatessen,A
SILVANA,300,WEST 116TH STREET,10026,6466924935,Mediterranean,A
BELLA VITA PIZZERIA,211,WEST   43 STREET,10036,2127301479,Pizza/Italian,A
JUICY LUCY,85,AVENUE A,10009,2127775829,"Juice, Smoothies, Fruit Salads",A
SARDIS RESTAURANT,234,WEST   44 STREET,10036,2122218440,American,A
LA CAVA,939,2 AVENUE,10022,2122231206,Italian,A
CAFE METRO,625,8 AVENUE,10018,2127149342,American,A
CARIDAD RESTAURANT,554,WEST  181 STREET,10033,2129279729,Spanish,A
LAVO NEW YORK,39,EAST 58TH STREET,10022,2127505588,Italian,A
RISTORANTE LUNA,115,MULBERRY STREET,10013,2124330132,Italian,A
ZARO'S BAKERY,89,EAST   42 STREET,10017,2123767619,American,A
ANDY'S DELI,291,BROADWAY,10007,2122274111,American,A
CAFE MOFONGO,316,WEST   39 STREET,10018,2124650592,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
MARM CAFE,79,CLINTON ST,10002,6466935672,American,A
THE FLYING COCK PUB,497,3RD AVE,10016,2126896900,Irish,A
LENWICH,202,W 40TH ST,10018,2125752520,Sandwiches/Salads/Mixed Buffet,A
PICK-A-BAGEL/DUMPLING ROOM,35,WEST END AVENUE,10023,2123624165,American,A
CAFE NOI,387,AMSTERDAM AVE,10024,2125801315,CafÃ©/Coffee/Tea,A
CICCIO,190,6 AVENUE,10013,6464769498,Italian,A
FORMOSA CAFE,34,ELDRIDGE ST,10002,9176018688,Asian,A
MAGGIES PLACE,21,EAST   47 STREET,10017,2127535757,American,A
MCDONALD'S,972,6 AVENUE,10018,2122792022,Hamburgers,A
NECTAR COFFEE SHOP,1022,MADISON AVENUE,10075,2125354115,American,A
STARBUCKS,350,5TH AVE,10118,2126159700,CafÃ©/Coffee/Tea,A
EL RINCONCITO RESTAURANT,408,EAST   10 STREET,10009,2122541381,Spanish,A
GARDENIA,4979,BROADWAY,10034,2129420065,Salads,A
CONNOLLY'S PUB,14,EAST   47 STREET,10017,2128673767,Irish,A
TESSA,349,AMSTERDAM AVE,10024,2123901974,Mediterranean,A
MERMAID INN,96,2 AVENUE,10003,2126745870,Seafood,A
DORRIAN'S RED HAND RESTAURANT,1616,2 AVENUE,10028,2127726660,Irish,A
HAMPTON INN,851,8 AVENUE,10019,2125814100,American,A
GRUNAUER,1578,1ST AVE,10028,2129881077,German,A
DESTINY/NORTH RIVER LOBSTER,PIER 83,@ WEST 43 STREET,10036,2126308187,American,A
DOMINO'S,1993,THIRD AVENUE,10029,2128310300,Pizza,A
PHD,355,WEST   16 STREET,10011,2122292511,American,A
ST JAMES GATE,441,AMSTERDAM AVENUE,10024,2123626202,American,A
STARBUCKS,195,BROADWAY,10007,2123851104,CafÃ©/Coffee/Tea,A
HUNAN DELIGHT,1467,YORK AVE,10075,2126288161,Asian,A
COLUMBIA UNIVERSITY MEDICAL CENTER BOOKSTORE CAFE,711,W 168TH ST,10032,2123056800,CafÃ©/Coffee/Tea,A
ELIO'S,1621,SECOND AVENUE,10028,2127722242,Italian,A
MANNA ONE BAKERY,27,CATHERINE STREET,10038,2126087551,Bakery,A
PICK A BAGEL,1475,2 AVENUE,10075,2127174668,Bagels/Pretzels,A
CIELO,18,LITTLE WEST 12 STREET,10014,2126911193,American,A
BOBBY VAN'S GRILL,135,WEST   50 STREET,10020,2129575050,Steak,A
JUPIOCA,123,W 3RD ST,10012,9172425750,"Juice, Smoothies, Fruit Salads",A
CIEN FUEGOS,95,AVENUE A,10009,2126146818,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
DUNKIN DONUTS,100,CHAMBERS ST,10007,2126081601,Donuts,A
CASSIANO'S PIZZA,930,3 AVENUE,10022,2127552390,Pizza,A
MCCANN CAFETERIA,622,THIRD AVENUE,10017,2126135523,Soups & Sandwiches,A
PEKING DUCK HOUSE,28,MOTT STREET,10013,2122271810,Chinese,A
SUN IN BLOOM,165,CHURCH ST,10007,2127916700,Vegetarian,A
SILVER PALACE,3438,BROADWAY,10031,2122838000,Chinese,A
GO GO CURRY,567,W 125TH ST,10027,6468337143,Japanese,A
NOBU FIFTY SEVEN,40,WEST   57 STREET,10019,2127578559,Japanese,A
CHIPOTLE MEXICAN GRILL,55,EAST    8 STREET,10003,2129823081,Tex-Mex,A
FUZHOU ANPING FISHBALL,25,CATHERINE ST,10038,2126086660,Chinese,A
BOCCA BLISS,725,3RD AVE,10017,2128671881,American,A
BEACON THEATRE,2124,BROADWAY,10023,2123248015,American,A
TAPPO,49,WEST   24 STREET,10010,2128076888,Italian,A
SPICE,236,8 AVENUE,10011,2126204585,Thai,A
CAFE GRUMPY,177,MOTT ST,10012,2122266810,CafÃ©/Coffee/Tea,A
CAFE LALO,201,WEST   83 STREET,10024,2124966031,CafÃ©/Coffee/Tea,A
STK,1114,AVENUE OF THE AMERICAS,10036,6466242455,Steak,A
QUEEN SHEEBA RESTAURANT,317,WEST 141 STREET,10030,2128626149,Middle Eastern,A
MAMOUN FALAFEL,119,MACDOUGAL STREET,10012,2126748685,Middle Eastern,A
CAFE 11,11,BROADWAY,10004,2124252233,Jewish/Kosher,A
LEFTFIELD,87,LUDLOW STREET,10002,2126771100,American,A
KRUST PIZZA,226,E 14TH ST,10003,2125108869,Pizza,A
FIVE TACOS,119,SAINT MARKS PLACE,10009,2124777090,Mexican,A
NYY STEAK,7,W 51ST ST,10019,6463077910,American,A
BEAN ME,884,9TH AVE,10019,2128101700,CafÃ©/Coffee/Tea,A
UNCLE LUO YANG,928,AMSTERDAM AVE,10025,2123908886,Asian,A
SERGIMMO SALUMERIA,456,9 AVENUE,10018,2129674212,Italian,A
PERSHING SQUARE CAFE,90,EAST   42 STREET,10017,2122869600,American,A
COSI,55,BROAD STREET,10004,2123445000,Sandwiches/Salads/Mixed Buffet,A
SUBWAY,455,EAST  116 STREET,10029,2123607576,Sandwiches,A
CHEFS CLUB COUNTER,62,SPRING ST,10012,6464389172,American,A
TOPAZ NOODLE BAR,129,W 56TH ST,10019,2122472277,Asian,A
MARIACHI'S RESTAURANT,156,CHAMBERS ST,10007,2125283175,Mexican,A
TRAILER PARK LOUNGE,271,WEST   23 STREET,10011,2124638000,American,A
WXOU RADIO,558,HUDSON STREET,10014,2122060381,American,A
HOLLYWOOD DINER,574,6 AVENUE,10011,2126918465,American,A
CATA,245,BOWERY ST,10002,2125052282,Spanish,A
TWO BOOTS,1617,2 AVENUE,10028,2127340317,Pizza,A
DA CLAUDIO,21,ANN ST,10038,2122852668,Italian,A
AUNT JAKES,47,WEST    8 STREET,10011,2122539333,American,A
UMAMI BURGER,432,AVENUE OF THE AMERICAS,10011,2126778626,Hamburgers,A
MAX BRENNER CHOCOLATE BAR,841,BROADWAY,10003,6464678803,American,A
TOAST,3157,BROADWAY,10027,2126621144,American,A
LITTLE ITALY PIZZA,521,5 AVENUE,10175,2126873660,Pizza,A
THREE GUY'S RESTAURANT,960,MADISON AVENUE,10021,2126288108,American,A
UNCLE VANYA,315,WEST   54 STREET,10019,2122620542,Russian,A
PARMA RESTAURANT,1404,3 AVENUE,10075,2125353520,Italian,A
ORTZI RESTAURANT AND BAR LOCATED INSIDE LOUMA HOTEL,120,W 41ST ST,10036,2127308900,Basque,A
TU SONRISA,132,AUDUBON AVENUE,10032,2125430218,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
MOONSTRUCK DINER,250,EAST   58 STREET,10022,2127521711,American,A
R  T  PIZZA RESTAURANT,2236,AMSTERDAM AVENUE,10032,2127959019,Pizza,A
BERGER'S ON THE GO,2,EAST 39 STREET,10016,2127194173,Delicatessen,A
LINCOLN CENTER KITCHEN @ DAVID GEFFEN HALL,132,WEST   65 STREET,10023,2128750203,American,A
MAMASITA BAR,818,10 AVE,10019,2123159444,Mexican,A
RENAISSANCE HOTEL,714,7 AVENUE,10036,2122615125,American,A
SUBWAY,250,BROADWAY,10007,2123462533,Sandwiches,A
ANGELA'S SANDWICH SHOP,1428,6 AVENUE,10019,2127595344,Delicatessen,A
KOTTU HOUSE,250,BROOME ST,10002,9177039478,Asian,A
BONJOUR CREPES & WINE,1442,LEXINGTON AVE,10128,2125344300,French,A
EFFY'S KITCHEN,1567,LEXINGTON AVE,10029,3478638356,American,A
510 11ST BAR,510,EAST   11 STREET,10009,2129824929,American,A
CAFE METRO,625,8 AVENUE,10018,2127149342,American,A
FIAT CAFE,203,MOTT STREET,10012,2129691809,Italian,A
SAATCHI & SAATCHI,375,HUDSON STREET,10014,2124632999,American,A
INDIAN TANDOOR OVEN,175,EAST   83 STREET,10028,2126283000,Indian,A
ROSENS CAFE,2,BROADWAY,10004,2127859822,American,A
SUBWAY,579,WEST  181 STREET,10033,6464549421,Sandwiches,A
ASTOR CENTER,399,LAFAYETTE STREET,10003,2127630842,American,A
CON EDISON CAFETERIA,4,IRVING PLACE,10003,2124606075,American,A
A&H DELI,431,7TH AVE,10001,2125636200,American,A
HARMONI,151,NAGLE AVE,10040,9173618403,Spanish,A
TRE,173,LUDLOW STREET,10002,2123533353,Italian,A
FLACO'S PIZZERIA,3876,BROADWAY,10032,2129233733,Pizza,A
DUNKIN' DONUTS,687,AMSTERDAM AVENUE,10025,2128641046,Donuts,A
PARIS BAGUETTE,2039,BROADWAY,10023,2124960404,French,A
VOSGES HAUT-CHOCOLAT,126132,SPRING STREET,10012,2126252929,"Ice Cream, Gelato, Yogurt, Ices",A
NOUS ESPRESSO BAR,1150,AMSTERDAM AVE,10027,2128530192,CafÃ©/Coffee/Tea,A
SEBASTIAN - CHLOE 81/ FARM HOUSE,81,LUDLOW STREET,10002,2126779383,French,A
SUBWAY,250,EAST HOUSTON STREET,10002,2122538670,Sandwiches,A
THE GREY DOG,49,CARMINE ST,10014,2124620041,American,A
NEW YORK BURGER CO.,470,W 23RD ST,10011,2122550400,American,A
HUNTER DELI,966,LEXINGTON AVENUE,10021,2124397758,Delicatessen,A
MANGIA,422,MADISON AVE,10017,2126449144,American,A
LUPITA RESTAURANT,2049,2ND AVE,10029,6465904202,Mexican,A
CHOP'T,225,LIBERTY ST,10281,6467620060,Salads,A
CARLETON LOUNGE,500,W 120TH ST,10027,2128548324,American,A
JOJO'S PHILOSOPHY,169,BLEECKER ST,10012,6466697930,American,A
TOMPKINS SQUARE BAGELS,165,AVENUE A,10009,6463516520,American,A
HOTEL CHANTELLE,92,LUDLOW STREET,10002,2122549100,American,A
MANGANARO'S HERO BOY,494,9TH AVE,10018,2129477325,American,A
TABOONETTE,30,EAST   13 STREET,10003,2125107871,Middle Eastern,A
FLEET BAKERY,24,BOWERY,10013,6462589018,Bakery,A
UNCLES BOONS,7,SPRING STREET,10012,6463706650,Thai,A
MANNA'S RESTAURANT,2353,8 AVENUE,10027,2127499084,Soul Food,A
HAMBURGER/DAILY BURGER,4,PENN PLZ,10121,2124656302,American,A
SWIFT,34,EAST    4 STREET,10003,2122603600,Irish,A
